seed,disjoint_training_windows,n_samples,n_windows,lpd (ht),lpd (nb),acc (ht-no dd),acc (nb-no dd),acc (ht-dd),acc (nb-dd),f1 (ht-no dd),f1 (nb-no dd),f1 (ht-dd),f1 (nb-dd),drifts
1673368705,True,50,25,0,0,0.35808952238059516,0.3328332083020755,0.5586396599149788,0.49987496874218557,0.3092275203010975,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1673368735,True,50,50,0,0,0.35808952238059516,0.3328332083020755,0.5586396599149788,0.49987496874218557,0.3092275203010975,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1673368764,True,50,100,0,0,0.35808952238059516,0.3328332083020755,0.5586396599149788,0.49987496874218557,0.3092275203010975,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1673368793,True,100,25,0,0,0.35808952238059516,0.3328332083020755,0.5586396599149788,0.49987496874218557,0.3092275203010975,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1673368822,True,100,50,0,0,0.35808952238059516,0.3328332083020755,0.5586396599149788,0.49987496874218557,0.3092275203010975,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1673368852,True,100,100,0,0,0.35808952238059516,0.3328332083020755,0.5586396599149788,0.49987496874218557,0.3092275203010975,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1673368881,True,250,25,0,0,0.35808952238059516,0.3328332083020755,0.5586396599149788,0.49987496874218557,0.3092275203010975,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1673368910,True,250,50,0,0,0.35808952238059516,0.3328332083020755,0.5586396599149788,0.49987496874218557,0.3092275203010975,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1673368939,True,250,100,0,0,0.35808952238059516,0.3328332083020755,0.5586396599149788,0.49987496874218557,0.3092275203010975,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1673368968,True,500,25,0,0,0.35808952238059516,0.3328332083020755,0.5586396599149788,0.49987496874218557,0.3092275203010975,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1673368997,True,500,50,0,0,0.35808952238059516,0.3328332083020755,0.5586396599149788,0.49987496874218557,0.3092275203010975,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1673369026,True,500,100,0,0,0.35808952238059516,0.3328332083020755,0.5586396599149788,0.49987496874218557,0.3092275203010975,0.2535892231258899,0.5215622611803485,0.4329060673446733,[]
1673369055,False,100,50,0.011905754216331861,0.004084354421938819,0.35808952238059516,0.3328332083020755,0.7866966741685422,0.479869967491873,0.3092275203010975,0.2535892231258899,0.7885136232476608,0.4512690641519133,"[150, 251, 376, 480, 586, 730, 845, 974, 1075, 1176, 1277, 1389, 1515, 1616, 1717, 1818, 1919, 2020, 2122, 2244, 2345, 2446, 2547, 2648, 2749, 2856, 2983, 3084, 3194, 3364, 3465, 3566, 3667, 3768, 3875, 3990]"
1673369071,False,100,100,0.01742481074814158,0.004364727545522743,0.35808952238059516,0.3328332083020755,0.7414353588397099,0.4288572143035759,0.3092275203010975,0.2535892231258899,0.7447661384910588,0.4009449530880804,"[200, 301, 543, 644, 784, 885, 1014, 1135, 1236, 1629, 1774, 2028, 2129, 2369, 2555, 2758, 2869, 3137, 3238, 3346, 3447, 3728]"
1673369088,False,100,250,0.05396349087271818,0.019504876219054768,0.35808952238059516,0.3328332083020755,0.627906976744186,0.43035758939734936,0.3092275203010975,0.2535892231258899,0.6125125970748619,0.3723888972867154,"[593, 904, 1198, 1814, 3469]"
1673369112,False,250,50,0.02596803046915575,0.007386462000115412,0.35808952238059516,0.3328332083020755,0.6956739184796199,0.4288572143035759,0.3092275203010975,0.2535892231258899,0.6933377820336429,0.39935625328360513,"[465, 716, 967, 1218, 1482, 1733, 2012, 2269, 2520, 2949, 3200, 3452, 3703]"
1673369130,False,250,100,0.02771526214887055,0.007522714011836291,0.35808952238059516,0.3328332083020755,0.6906726681670418,0.423105776444111,0.3092275203010975,0.2535892231258899,0.6912048451160567,0.3876691676394971,"[469, 720, 971, 1222, 1504, 1755, 2016, 2432, 2683, 3018, 3459, 3710]"
1673369149,False,250,250,0.0326081520380095,0.007426856714178543,0.35808952238059516,0.3328332083020755,0.6841710427606902,0.40710177544386095,0.3092275203010975,0.2535892231258899,0.6798259019334116,0.35579065992291226,"[600, 851, 1102, 1353, 1682, 2020, 2466, 2717, 3502, 3753]"
1673369169,False,500,50,0.04415389561676133,0.008895080913085416,0.35808952238059516,0.3328332083020755,0.6671667916979245,0.39509877469367344,0.3092275203010975,0.2535892231258899,0.6642114611337122,0.34433823632677524,"[574, 1075, 1576, 2077, 2578, 3079, 3580]"
1673369190,False,500,100,0.04247490444039582,0.008823634480048581,0.35808952238059516,0.3328332083020755,0.6554138534633659,0.3945986496624156,0.3092275203010975,0.2535892231258899,0.6479755426285505,0.3423494539752059,"[631, 1165, 1666, 2258, 2759, 3260, 3761]"
1673369210,False,500,250,0.042439181223877395,0.008645018397456508,0.35808952238059516,0.3328332083020755,0.6551637909477369,0.3933483370842711,0.3092275203010975,0.2535892231258899,0.6493917494201522,0.34027725622094457,"[779, 1280, 1781, 2282, 2783, 3284, 3785]"
1673369231,False,1000,50,0.08752188047011754,0.02984079353171626,0.35808952238059516,0.3328332083020755,0.6206551637909478,0.4223555888972243,0.3092275203010975,0.2535892231258899,0.6112760595738169,0.3604731440527227,"[1073, 2074, 3075]"
1673369256,False,1000,100,0.08077019254813701,0.031174460281737093,0.35808952238059516,0.3328332083020755,0.6004001000250062,0.4263565891472868,0.3092275203010975,0.2535892231258899,0.5815743889695014,0.3592897058741061,"[1168, 2169, 3170]"
1673369280,False,1000,250,0.08352088022005501,0.02975743935983995,0.35808952238059516,0.3328332083020755,0.6086521630407602,0.4221055263815954,0.3092275203010975,0.2535892231258899,0.5893499674202843,0.3610659221262482,"[1250, 2251, 3252]"
